UserID,JobID,ApplicationDate,Status,Rating
970972,9644,2023-09-15,Applied,
987653,7599,2023-08-24,Rejected,
987653,2364,2023-01-23,Hired,1.0
987653,7616,2023-01-28,Rejected,
987653,845,2023-04-01,Hired,3.0
967926,905,2023-09-06,Interviewed,1.0
967926,6107,2023-05-14,Rejected,
967926,10504,2023-02-15,Hired,2.0
967926,2613,2023-01-05,Rejected,
967926,8441,2023-01-01,Applied,
960847,7842,2023-08-10,Rejected,
972508,1374,2023-08-06,Hired,3.0
972508,9651,2023-02-02,Rejected,
972508,8294,2023-09-22,Hired,1.0
972508,9196,2023-01-25,Applied,
972508,4738,2023-10-19,Interviewed,4.0
971284,2379,2023-06-07,Interviewed,1.0
971284,5737,2023-02-06,Interviewed,3.0
971284,13653,2023-01-22,Interviewed,1.0
971284,590,2023-10-01,Applied,
971284,13489,2023-04-01,Applied,
974053,11029,2023-06-26,Interviewed,5.0
974053,8705,2023-11-02,Applied,
974053,5018,2023-12-21,Rejected,
706991,8282,2023-05-25,Applied,
706991,2275,2023-06-13,Hired,5.0
981307,4623,2023-10-14,Interviewed,5.0
981307,8228,2023-05-01,Hired,3.0
981307,9284,2023-02-22,Interviewed,2.0
995155,7324,2023-01-09,Hired,2.0
995155,3165,2023-07-15,Interviewed,1.0
985247,138,2023-08-18,Hired,1.0
985247,7086,2023-12-13,Interviewed,2.0
985247,4942,2023-04-28,Hired,4.0
985247,11803,2023-09-26,Rejected,
985247,6367,2023-08-21,Hired,3.0
42871,11088,2023-07-16,Applied,
42871,9634,2023-09-03,Rejected,
42871,12354,2023-09-23,Hired,5.0
972910,12417,2023-05-09,Hired,1.0
972910,8046,2023-05-23,Interviewed,1.0
964923,5341,2023-04-03,Rejected,
964923,12443,2023-01-18,Rejected,
964923,5131,2023-10-25,Interviewed,4.0
964923,2980,2023-02-19,Interviewed,5.0
964923,7454,2023-01-17,Rejected,
989558,2077,2023-09-20,Applied,
989558,7150,2023-12-16,Applied,
989558,4189,2023-12-24,Hired,1.0
989558,3495,2023-02-25,Hired,3.0
977206,6811,2023-05-19,Applied,
977206,10304,2023-04-05,Interviewed,3.0
977206,14026,2023-10-18,Applied,
977206,713,2023-05-24,Interviewed,2.0
977206,11137,2023-02-09,Applied,
969876,11390,2023-07-12,Applied,
916290,5926,2023-04-03,Interviewed,2.0
988679,7460,2023-10-13,Rejected,
972834,5950,2023-12-05,Rejected,
972834,5163,2023-04-08,Interviewed,4.0
977945,14111,2023-08-18,Rejected,
977945,2586,2023-06-28,Applied,
977945,622,2023-12-21,Interviewed,3.0
977945,14217,2023-09-16,Applied,
980226,6802,2023-01-05,Interviewed,1.0
980226,8127,2023-08-15,Hired,5.0
978407,8369,2023-12-14,Interviewed,4.0
970598,4772,2023-04-25,Hired,1.0
970598,3199,2023-01-21,Interviewed,3.0
970598,4649,2023-06-14,Interviewed,5.0
970598,9292,2023-10-01,Applied,
970598,13477,2023-01-28,Rejected,
977035,13447,2023-09-23,Interviewed,2.0
977035,2934,2023-03-11,Interviewed,5.0
185623,13876,2023-09-26,Applied,
185623,1169,2023-12-24,Applied,
989878,11419,2023-03-14,Hired,2.0
989878,475,2023-07-26,Interviewed,4.0
901998,10737,2023-06-11,Applied,
901998,2814,2023-08-10,Applied,
901998,5722,2023-10-06,Hired,2.0
992530,7155,2023-06-15,Applied,
992530,5099,2023-09-13,Hired,2.0
992530,10535,2023-09-06,Hired,2.0
987324,1532,2023-06-24,Applied,
987324,9948,2023-11-20,Rejected,
987324,12604,2023-12-22,Rejected,
987324,10952,2023-01-11,Rejected,
997914,14630,2023-06-27,Hired,1.0
997914,4389,2023-03-01,Applied,
539647,4234,2023-09-09,Interviewed,1.0
539647,11629,2023-04-12,Applied,
539647,8133,2023-06-27,Hired,1.0
539647,7860,2023-12-04,Rejected,
983648,5829,2023-10-11,Interviewed,1.0
983648,13944,2023-11-26,Applied,
961529,7048,2023-01-15,Applied,
961529,7721,2023-07-20,Applied,
961529,9879,2023-05-22,Rejected,
961529,13971,2023-07-22,Hired,1.0
989284,7265,2023-03-26,Rejected,
985106,10508,2023-04-26,Interviewed,4.0
828524,13429,2023-04-13,Rejected,
968353,13229,2023-04-20,Applied,
968353,5796,2023-08-12,Rejected,
320113,5629,2023-11-15,Rejected,
320113,14612,2023-06-07,Hired,5.0
957774,6658,2023-07-18,Interviewed,4.0
957774,3278,2023-08-01,Hired,1.0
974645,10289,2023-09-14,Interviewed,2.0
969670,5814,2023-07-01,Rejected,
964716,2112,2023-01-27,Applied,
964716,7213,2023-12-26,Rejected,
964716,9977,2023-05-21,Interviewed,5.0
964716,66,2023-07-27,Hired,1.0
964716,2464,2023-09-25,Rejected,
971274,1833,2023-07-20,Applied,
971274,4315,2023-12-11,Rejected,
971274,12469,2023-06-05,Applied,
971274,4607,2023-09-05,Interviewed,1.0
971274,2280,2023-03-01,Rejected,
897638,3177,2023-11-14,Rejected,
897638,11351,2023-11-02,Hired,1.0
897638,13180,2023-04-02,Hired,2.0
897638,1156,2023-09-18,Rejected,
993617,4771,2023-06-18,Hired,4.0
993617,1525,2023-11-02,Interviewed,5.0
993617,7462,2023-12-21,Hired,5.0
993617,3090,2023-06-21,Interviewed,5.0
993617,6571,2023-04-16,Interviewed,4.0
968498,6511,2023-01-19,Hired,4.0
988267,5644,2023-12-21,Applied,
988267,6359,2023-06-16,Applied,
988267,1698,2023-05-19,Interviewed,4.0
988267,7741,2023-01-07,Interviewed,3.0
996466,2547,2023-02-24,Rejected,
996466,11251,2023-03-09,Hired,3.0
996466,705,2023-11-05,Rejected,
972430,13878,2023-01-11,Hired,4.0
972430,9184,2023-08-05,Interviewed,4.0
979641,3739,2023-09-02,Interviewed,3.0
979641,3927,2023-01-09,Interviewed,4.0
979641,6924,2023-12-27,Interviewed,4.0
971179,4201,2023-05-12,Rejected,
977971,1864,2023-03-16,Applied,
970073,2816,2023-07-03,Hired,3.0
970073,3154,2023-12-07,Applied,
970073,10118,2023-08-24,Applied,
970073,2829,2023-01-07,Applied,
970073,12166,2023-07-18,Applied,
987763,1463,2023-03-14,Interviewed,4.0
987763,9638,2023-05-18,Applied,
979190,7718,2023-03-26,Interviewed,3.0
970519,2056,2023-05-27,Interviewed,5.0
970519,13955,2023-09-23,Rejected,
970519,6996,2023-05-06,Rejected,
780883,5769,2023-11-06,Interviewed,3.0
780883,2369,2023-05-18,Applied,
780883,9558,2023-07-13,Rejected,
780883,1084,2023-03-19,Applied,
669969,8384,2023-02-27,Rejected,
669969,2621,2023-06-15,Applied,
669969,9076,2023-12-28,Rejected,
669969,14281,2023-02-23,Applied,
972484,12126,2023-07-17,Applied,
969892,6604,2023-11-05,Hired,4.0
969892,636,2023-04-09,Applied,
969892,5664,2023-10-24,Rejected,
969892,4564,2023-02-11,Hired,3.0
969892,1550,2023-05-12,Interviewed,2.0
937083,5154,2023-06-16,Rejected,
937083,2137,2023-12-17,Rejected,
158029,8296,2023-12-14,Hired,5.0
158029,10675,2023-01-01,Rejected,
997341,11301,2023-07-25,Applied,
997341,186,2023-07-17,Interviewed,2.0
997341,11382,2023-04-03,Interviewed,1.0
61175,11831,2023-01-25,Interviewed,2.0
61175,9515,2023-05-10,Rejected,
971323,12093,2023-11-04,Rejected,
988504,10314,2023-07-04,Rejected,
988504,10346,2023-01-27,Rejected,
988504,11071,2023-10-17,Rejected,
988504,13143,2023-06-05,Applied,
962289,988,2023-07-14,Rejected,
962289,7430,2023-01-08,Applied,
962289,1676,2023-01-16,Rejected,
19033,8089,2023-07-19,Rejected,
19033,2442,2023-01-21,Interviewed,2.0
19033,8451,2023-12-05,Interviewed,1.0
977290,7463,2023-04-16,Rejected,
961338,8930,2023-02-03,Hired,5.0
961338,1787,2023-04-02,Applied,
961338,7324,2023-12-14,Hired,3.0
983003,1966,2023-06-11,Interviewed,1.0
983003,8001,2023-01-12,Applied,
983003,5781,2023-05-13,Interviewed,4.0
983003,6080,2023-01-14,Hired,4.0
984184,5962,2023-08-15,Interviewed,5.0
984184,4474,2023-05-05,Applied,
984184,6231,2023-09-25,Rejected,
984184,1731,2023-05-04,Applied,
985076,13750,2023-02-13,Interviewed,4.0
977920,3736,2023-03-02,Interviewed,2.0
977920,4416,2023-03-08,Hired,1.0
977920,9002,2023-12-19,Hired,5.0
972841,14494,2023-07-21,Interviewed,5.0
972841,10957,2023-12-08,Rejected,
972841,11902,2023-07-18,Rejected,
972841,10949,2023-12-21,Applied,
972841,1335,2023-07-02,Hired,5.0
968393,7749,2023-10-05,Applied,
968393,4596,2023-04-24,Interviewed,3.0
968393,11905,2023-03-14,Hired,5.0
991564,13077,2023-10-05,Applied,
985925,1270,2023-07-19,Interviewed,4.0
983206,3845,2023-10-02,Applied,
982147,4568,2023-08-27,Applied,
982147,934,2023-04-19,Hired,4.0
982147,2446,2023-10-07,Hired,5.0
982147,3970,2023-08-25,Interviewed,1.0
962307,4052,2023-06-02,Rejected,
962307,9407,2023-12-25,Hired,5.0
285355,2318,2023-12-07,Applied,
285355,13785,2023-06-06,Hired,5.0
285355,2527,2023-02-25,Interviewed,3.0
990473,7618,2023-08-20,Applied,
990473,10183,2023-09-07,Interviewed,5.0
990473,8432,2023-05-27,Applied,
962477,8709,2023-09-09,Interviewed,4.0
962477,8196,2023-12-10,Rejected,
962477,6293,2023-11-03,Rejected,
962477,2345,2023-02-12,Interviewed,5.0
962477,8815,2023-10-25,Hired,1.0
967663,2224,2023-11-13,Interviewed,2.0
967663,1689,2023-03-28,Hired,4.0
967663,13170,2023-07-15,Applied,
967663,5094,2023-05-13,Applied,
967663,7814,2023-11-05,Rejected,
987618,698,2023-02-11,Hired,3.0
987618,10095,2023-05-14,Applied,
987618,4851,2023-06-20,Hired,2.0
987618,6076,2023-02-22,Hired,1.0
960434,8561,2023-12-07,Applied,
960434,9477,2023-02-10,Hired,3.0
989455,2385,2023-07-09,Interviewed,1.0
963468,3534,2023-05-15,Hired,3.0
963468,11006,2023-03-19,Hired,3.0
963468,9333,2023-12-14,Applied,
963468,5865,2023-04-19,Hired,2.0
963468,14057,2023-06-24,Applied,
957809,6759,2023-01-07,Interviewed,4.0
957809,8451,2023-05-19,Interviewed,1.0
563662,2280,2023-03-16,Applied,
563662,10390,2023-08-25,Rejected,
563662,5292,2023-02-10,Rejected,
960364,6208,2023-08-18,Hired,4.0
960364,1630,2023-12-03,Interviewed,2.0
985179,4788,2023-06-23,Applied,
985179,212,2023-06-07,Interviewed,2.0
966490,6642,2023-03-23,Hired,1.0
966490,7026,2023-08-11,Applied,
966490,12350,2023-06-28,Applied,
966497,10115,2023-03-20,Interviewed,1.0
966497,4808,2023-08-09,Applied,
595221,289,2023-12-15,Hired,4.0
595221,5043,2023-01-16,Applied,
968053,4426,2023-11-10,Interviewed,1.0
968053,8237,2023-11-14,Interviewed,3.0
968053,854,2023-02-25,Interviewed,5.0
968053,14325,2023-11-19,Hired,5.0
968053,4484,2023-07-12,Hired,3.0
983992,9966,2023-10-17,Rejected,
966570,8687,2023-01-05,Rejected,
981280,3275,2023-05-14,Applied,
981280,2795,2023-02-15,Hired,3.0
981280,2398,2023-06-25,Rejected,
981280,7606,2023-12-21,Interviewed,2.0
978759,11509,2023-01-18,Applied,
978759,14602,2023-04-09,Applied,
978759,13149,2023-07-15,Applied,
978759,1342,2023-12-27,Interviewed,4.0
960350,3362,2023-01-20,Rejected,
960350,12418,2023-08-17,Applied,
960350,727,2023-12-02,Applied,
960350,2970,2023-09-14,Hired,5.0
960350,8292,2023-05-27,Interviewed,5.0
993585,14060,2023-03-06,Rejected,
993585,10149,2023-12-04,Rejected,
993585,9186,2023-01-03,Hired,4.0
969608,9127,2023-04-14,Applied,
969608,11681,2023-07-03,Rejected,
976371,8627,2023-10-16,Rejected,
976371,13443,2023-08-02,Rejected,
976371,451,2023-06-04,Interviewed,4.0
976371,3568,2023-04-08,Hired,4.0
976371,7735,2023-08-10,Applied,
671723,10164,2023-08-18,Applied,
671723,10023,2023-10-26,Applied,
671723,327,2023-07-12,Interviewed,2.0
671723,6425,2023-04-01,Hired,4.0
995271,7911,2023-07-21,Hired,2.0
995271,7412,2023-02-14,Applied,
995271,7323,2023-08-15,Rejected,
871890,4842,2023-07-09,Interviewed,3.0
871890,3512,2023-08-16,Applied,
871890,13765,2023-01-11,Rejected,
871890,10376,2023-02-18,Rejected,
962722,14263,2023-04-10,Hired,4.0
962722,12941,2023-12-25,Interviewed,1.0
962722,6287,2023-03-24,Applied,
962722,2808,2023-07-21,Interviewed,2.0
982611,14006,2023-12-02,Applied,
982611,5871,2023-04-21,Applied,
982611,3141,2023-06-07,Hired,3.0
963860,8703,2023-09-19,Applied,
963860,7858,2023-09-12,Rejected,
963860,2265,2023-01-27,Interviewed,1.0
916295,4773,2023-04-15,Interviewed,4.0
916295,8332,2023-03-25,Hired,1.0
990304,5760,2023-02-19,Applied,
990304,3584,2023-05-23,Interviewed,2.0
990304,480,2023-12-24,Hired,3.0
990304,4158,2023-03-20,Applied,
959272,7602,2023-01-01,Applied,
991047,355,2023-12-13,Rejected,
997946,4364,2023-04-19,Hired,3.0
997946,7895,2023-01-21,Rejected,
981790,9804,2023-08-20,Hired,1.0
974697,6434,2023-11-08,Interviewed,2.0
974697,6299,2023-06-18,Applied,
974697,13646,2023-01-11,Interviewed,4.0
979528,11150,2023-09-06,Interviewed,4.0
979528,3359,2023-08-17,Rejected,
979528,1620,2023-12-22,Interviewed,2.0
989566,12719,2023-11-27,Hired,5.0
989566,11356,2023-11-01,Applied,
989566,3090,2023-09-28,Hired,5.0
968868,8355,2023-12-02,Hired,4.0
968868,2054,2023-12-04,Hired,2.0
968868,13825,2023-11-20,Applied,
968868,14546,2023-12-11,Hired,2.0
968868,9868,2023-07-23,Hired,1.0
955343,12782,2023-03-05,Rejected,
955343,10309,2023-12-19,Rejected,
955343,3960,2023-08-24,Interviewed,1.0
955343,7543,2023-02-14,Hired,2.0
355289,8020,2023-10-26,Hired,4.0
355289,13096,2023-03-08,Interviewed,4.0
355289,8255,2023-08-15,Interviewed,5.0
355289,13007,2023-08-21,Applied,
355289,6497,2023-12-13,Interviewed,5.0
966390,11458,2023-05-19,Applied,
966390,10658,2023-04-05,Hired,1.0
966390,11587,2023-12-12,Applied,
966390,1856,2023-01-23,Hired,2.0
976098,10307,2023-01-02,Rejected,
976098,6524,2023-09-18,Rejected,
976098,2024,2023-09-24,Applied,
976098,13387,2023-12-06,Rejected,
976098,13838,2023-06-13,Hired,4.0
976987,7675,2023-08-26,Interviewed,3.0
976987,809,2023-02-26,Interviewed,4.0
976987,880,2023-08-17,Applied,
976987,867,2023-01-05,Hired,5.0
976987,13310,2023-12-01,Rejected,
986992,12390,2023-06-12,Hired,5.0
986992,7998,2023-07-16,Rejected,
986992,11100,2023-01-23,Applied,
986992,4826,2023-05-28,Interviewed,4.0
978639,14533,2023-01-25,Interviewed,1.0
978639,9049,2023-12-26,Hired,3.0
978639,4424,2023-08-11,Interviewed,3.0
978639,1697,2023-05-12,Rejected,
978639,13311,2023-05-27,Applied,
963315,8874,2023-06-07,Hired,4.0
963315,10708,2023-03-09,Hired,5.0
963315,932,2023-01-17,Hired,1.0
997326,14027,2023-05-09,Interviewed,5.0
997326,11182,2023-09-13,Rejected,
997326,2045,2023-03-11,Applied,
986834,2273,2023-08-16,Interviewed,2.0
986834,12254,2023-05-15,Rejected,
983655,3952,2023-09-26,Interviewed,4.0
983655,7360,2023-10-16,Rejected,
983655,11276,2023-01-06,Hired,2.0
993159,1526,2023-06-04,Hired,3.0
993159,361,2023-03-22,Hired,3.0
993159,68,2023-12-18,Hired,1.0
960062,5025,2023-02-05,Interviewed,3.0
960062,10752,2023-11-10,Hired,1.0
960062,13050,2023-08-25,Rejected,
960062,1901,2023-03-07,Rejected,
992778,9402,2023-10-21,Interviewed,2.0
992778,9604,2023-06-28,Interviewed,1.0
992778,13431,2023-10-19,Interviewed,5.0
992778,1112,2023-11-13,Rejected,
992778,11587,2023-01-11,Interviewed,4.0
977718,4514,2023-04-15,Applied,
977718,1987,2023-12-11,Applied,
842190,12129,2023-05-06,Hired,5.0
842190,11122,2023-10-20,Hired,4.0
842190,5207,2023-03-13,Applied,
842190,9712,2023-05-20,Interviewed,2.0
842190,12298,2023-04-05,Rejected,
961115,1582,2023-06-18,Interviewed,2.0
961115,8436,2023-09-18,Interviewed,4.0
961115,8193,2023-02-15,Applied,
961115,7778,2023-07-05,Interviewed,5.0
961115,7074,2023-05-18,Hired,4.0
997107,3817,2023-04-09,Interviewed,4.0
997107,5328,2023-02-25,Applied,
997107,7941,2023-02-27,Interviewed,5.0
989615,2219,2023-03-21,Applied,
989615,13416,2023-10-13,Rejected,
989615,337,2023-10-18,Applied,
993343,13909,2023-10-16,Rejected,
967169,1921,2023-03-24,Hired,3.0
967169,6535,2023-03-11,Interviewed,5.0
967169,2832,2023-03-13,Rejected,
967169,1331,2023-09-21,Hired,5.0
952615,8454,2023-11-20,Applied,
952615,116,2023-06-05,Hired,5.0
952615,1316,2023-05-25,Hired,2.0
356899,3457,2023-10-09,Interviewed,2.0
356899,6703,2023-05-20,Rejected,
356899,10183,2023-09-01,Hired,2.0
356899,510,2023-03-08,Applied,
995524,5604,2023-11-20,Interviewed,5.0
995524,8436,2023-04-05,Interviewed,1.0
964532,10661,2023-05-10,Hired,2.0
964149,11677,2023-03-08,Rejected,
846401,8104,2023-09-17,Hired,1.0
846401,3057,2023-03-17,Rejected,
846401,10813,2023-05-21,Interviewed,1.0
846401,3131,2023-02-26,Applied,
846401,1850,2023-06-19,Rejected,
961438,748,2023-06-09,Rejected,
961438,3011,2023-03-08,Interviewed,1.0
961438,6820,2023-08-06,Applied,
993343,13961,2023-12-19,Interviewed,5.0
993343,10527,2023-03-13,Hired,3.0
993343,5124,2023-07-05,Rejected,
993343,11953,2023-04-09,Applied,
993343,7368,2023-02-15,Rejected,
967169,2905,2023-10-16,Applied,
967169,314,2023-09-01,Hired,2.0
967169,4895,2023-03-10,Applied,
967169,2951,2023-01-11,Hired,1.0
967169,11096,2023-11-11,Hired,1.0
952615,574,2023-02-25,Rejected,
952615,13086,2023-04-08,Interviewed,1.0
952615,1505,2023-07-17,Rejected,
356899,3398,2023-09-28,Rejected,
356899,9516,2023-10-27,Rejected,
356899,6909,2023-12-05,Applied,
995524,3188,2023-03-04,Interviewed,5.0
964532,12342,2023-01-06,Interviewed,5.0
964532,5750,2023-04-01,Rejected,
964149,8349,2023-05-27,Hired,2.0
964149,14444,2023-12-09,Interviewed,1.0
964149,11132,2023-04-26,Applied,
964149,12205,2023-06-28,Rejected,
964149,8396,2023-11-28,Hired,2.0
846401,2998,2023-03-20,Rejected,
846401,14590,2023-01-04,Hired,2.0
846401,9306,2023-02-13,Rejected,
961438,4865,2023-05-28,Applied,
958380,12836,2023-06-08,Applied,
958380,2226,2023-05-04,Hired,4.0
958380,13295,2023-04-26,Rejected,
958380,2237,2023-06-27,Applied,
958380,8322,2023-05-17,Applied,
960886,7622,2023-04-04,Interviewed,4.0
960754,2756,2023-09-10,Rejected,
978534,7339,2023-07-13,Rejected,
989466,9336,2023-06-14,Rejected,
989466,2151,2023-12-07,Applied,
989466,2070,2023-02-20,Rejected,
988939,3022,2023-07-12,Applied,
988939,6935,2023-07-20,Applied,
988939,13619,2023-05-05,Interviewed,5.0
988939,14453,2023-09-12,Hired,3.0
988939,13850,2023-06-24,Hired,5.0
972695,11310,2023-11-04,Rejected,
972695,7799,2023-07-27,Rejected,
972695,5148,2023-09-18,Rejected,
961941,7094,2023-03-18,Hired,3.0
961941,38,2023-04-17,Rejected,
961941,5580,2023-06-22,Interviewed,1.0
961941,11958,2023-05-17,Hired,5.0
961941,1239,2023-05-26,Rejected,
991992,12088,2023-04-03,Hired,5.0
998238,2097,2023-09-26,Hired,3.0
998238,8501,2023-01-05,Interviewed,2.0
998238,815,2023-07-01,Applied,
998238,2646,2023-06-16,Hired,5.0
998238,12920,2023-07-09,Rejected,
969996,12124,2023-12-18,Hired,2.0
969996,10118,2023-03-02,Interviewed,3.0
969996,10144,2023-05-14,Rejected,
969996,2705,2023-02-05,Interviewed,1.0
969996,3762,2023-11-22,Hired,5.0
972317,13895,2023-03-21,Rejected,
972317,2321,2023-11-12,Hired,2.0
972317,104,2023-11-07,Applied,
980374,6090,2023-10-28,Rejected,
992011,12901,2023-09-25,Applied,
992011,9585,2023-07-15,Interviewed,4.0
962986,10944,2023-08-14,Hired,2.0
960888,12115,2023-06-17,Applied,
960888,4806,2023-09-15,Applied,
960888,13012,2023-10-11,Applied,
960888,10652,2023-02-17,Applied,
960888,12617,2023-12-06,Hired,5.0
960410,10188,2023-09-24,Hired,4.0
983553,7548,2023-05-27,Rejected,
983553,2266,2023-08-02,Rejected,
983553,14102,2023-04-10,Rejected,
964213,9982,2023-01-20,Hired,4.0
964213,8311,2023-09-13,Interviewed,3.0
964213,11662,2023-06-12,Rejected,
964213,10180,2023-10-11,Applied,
964213,6828,2023-09-15,Interviewed,4.0
982268,2137,2023-11-28,Applied,
982268,3086,2023-01-23,Interviewed,1.0
982268,13998,2023-07-24,Rejected,
982268,10801,2023-05-13,Hired,5.0
982268,4928,2023-01-07,Rejected,
970012,2629,2023-12-01,Rejected,
922715,4241,2023-08-20,Hired,3.0
922715,79,2023-01-28,Interviewed,5.0
922715,12665,2023-05-04,Interviewed,5.0
922715,6613,2023-03-24,Hired,3.0
811334,10897,2023-10-07,Applied,
991096,5604,2023-07-09,Applied,
991096,12946,2023-03-18,Hired,5.0
991096,954,2023-05-24,Hired,5.0
991096,7622,2023-08-28,Hired,3.0
962247,8819,2023-09-16,Applied,
962247,4016,2023-07-11,Applied,
821068,3109,2023-05-06,Applied,
821068,7792,2023-03-06,Rejected,
821068,13102,2023-12-01,Hired,3.0
964306,3141,2023-03-23,Interviewed,4.0
964306,2632,2023-02-07,Applied,
978414,4360,2023-12-13,Hired,3.0
978414,12073,2023-06-02,Rejected,
978414,8020,2023-11-06,Rejected,
958548,11961,2023-02-06,Applied,
958548,6161,2023-07-16,Rejected,
958548,1434,2023-02-13,Rejected,
958548,9552,2023-06-13,Applied,
983274,8410,2023-05-19,Applied,
983274,12570,2023-07-22,Hired,2.0
983274,11894,2023-12-06,Hired,2.0
983274,6552,2023-09-02,Rejected,
983274,6209,2023-11-19,Hired,5.0
961170,176,2023-02-20,Rejected,
961170,12280,2023-08-12,Hired,3.0
961170,736,2023-05-08,Applied,
961170,14398,2023-11-04,Rejected,
961170,2325,2023-06-12,Rejected,
957941,11812,2023-03-04,Hired,1.0
921209,4683,2023-10-25,Hired,2.0
921209,7520,2023-08-08,Rejected,
921209,1851,2023-01-26,Interviewed,2.0
921209,12241,2023-04-16,Applied,
921209,4598,2023-12-06,Applied,
20681,7287,2023-10-09,Hired,1.0
968494,899,2023-04-08,Rejected,
968494,6242,2023-03-14,Hired,5.0
977981,11453,2023-11-06,Applied,
977981,4669,2023-02-15,Hired,5.0
977981,7305,2023-11-21,Hired,5.0
977981,10262,2023-07-28,Hired,5.0
975918,14533,2023-07-18,Applied,
779187,5558,2023-03-23,Hired,3.0
779187,8576,2023-03-10,Rejected,
779187,1908,2023-04-14,Hired,3.0
779187,10541,2023-04-16,Interviewed,1.0
779187,9783,2023-11-27,Applied,
992289,400,2023-06-28,Applied,
992289,7246,2023-03-23,Interviewed,1.0
992289,7819,2023-02-20,Hired,3.0
997869,8460,2023-04-05,Interviewed,5.0
997869,13024,2023-02-24,Applied,
997869,3312,2023-06-05,Applied,
980098,6882,2023-01-10,Rejected,
971630,9715,2023-08-02,Rejected,
971630,9294,2023-05-15,Hired,2.0
971630,2936,2023-09-24,Hired,5.0
971630,10406,2023-02-02,Rejected,
971630,10188,2023-09-27,Hired,4.0
641071,7437,2023-06-20,Hired,2.0
641071,7179,2023-04-12,Applied,
985875,863,2023-06-21,Rejected,
985875,6757,2023-02-10,Hired,5.0
985875,13853,2023-05-25,Rejected,
985875,12090,2023-09-03,Rejected,
977725,5547,2023-01-05,Rejected,
977725,1788,2023-10-05,Rejected,
977725,9839,2023-04-16,Applied,
983505,7883,2023-08-03,Hired,4.0
983505,9124,2023-12-05,Applied,
983505,2766,2023-01-18,Rejected,
983204,1932,2023-11-05,Hired,2.0
983204,6180,2023-04-10,Rejected,
983204,6854,2023-04-24,Hired,2.0
980371,221,2023-09-14,Hired,3.0
980371,1758,2023-05-08,Interviewed,2.0
967620,6348,2023-06-03,Hired,2.0
998302,8611,2023-10-01,Applied,
998302,13265,2023-08-23,Hired,3.0
987217,9218,2023-01-21,Rejected,
752210,10555,2023-04-26,Rejected,
752210,277,2023-01-14,Hired,4.0
752210,1638,2023-10-05,Applied,
752210,6502,2023-09-11,Applied,
254643,14527,2023-06-06,Interviewed,3.0
254643,10220,2023-05-04,Applied,
993792,2880,2023-08-08,Rejected,
993792,3901,2023-04-12,Rejected,
993792,9041,2023-05-16,Interviewed,3.0
993792,3420,2023-10-19,Rejected,
993792,9090,2023-07-09,Applied,
981164,11102,2023-07-23,Interviewed,2.0
981164,898,2023-05-04,Hired,4.0
981164,12088,2023-01-12,Rejected,
981164,3394,2023-04-13,Applied,
981164,10721,2023-05-10,Hired,3.0
962135,7807,2023-04-18,Hired,4.0
962135,7787,2023-01-25,Hired,2.0
962135,4411,2023-10-06,Hired,1.0
962135,3484,2023-01-02,Hired,3.0
962135,136,2023-07-25,Interviewed,2.0
117529,6597,2023-04-23,Hired,1.0
117529,4611,2023-04-24,Hired,3.0
117529,9543,2023-10-09,Interviewed,1.0
969128,1664,2023-12-07,Interviewed,4.0
966282,942,2023-08-01,Hired,3.0
966282,2513,2023-07-03,Rejected,
966282,2878,2023-03-24,Rejected,
966282,5414,2023-06-07,Hired,2.0
966282,13166,2023-09-01,Interviewed,5.0
982882,6136,2023-08-01,Rejected,
982882,9479,2023-09-19,Applied,
982882,1897,2023-08-02,Rejected,
991519,4611,2023-04-16,Interviewed,2.0
991519,12540,2023-08-21,Rejected,
991519,11116,2023-07-18,Applied,
991519,12212,2023-04-17,Rejected,
991519,9876,2023-10-25,Applied,
995680,2726,2023-10-24,Interviewed,5.0
995680,784,2023-05-25,Rejected,
956590,13875,2023-11-24,Applied,
956590,4373,2023-11-14,Rejected,
956590,6390,2023-09-05,Hired,3.0
956590,3096,2023-02-20,Applied,
956590,331,2023-01-02,Rejected,
596237,8139,2023-03-07,Hired,1.0
596237,1581,2023-11-06,Rejected,
596237,872,2023-03-23,Interviewed,3.0
596237,10521,2023-10-22,Rejected,
596237,2611,2023-05-07,Applied,
975675,1263,2023-07-25,Rejected,
975675,10539,2023-04-06,Hired,3.0
975675,10201,2023-04-18,Interviewed,3.0
975675,8370,2023-10-15,Rejected,
989552,3302,2023-12-23,Interviewed,3.0
962387,14225,2023-03-23,Rejected,
962387,6836,2023-06-07,Rejected,
968856,5032,2023-11-22,Rejected,
968856,5984,2023-12-11,Applied,
968856,9582,2023-03-24,Applied,
968856,8306,2023-04-26,Hired,5.0
995679,5427,2023-01-17,Rejected,
995679,4256,2023-09-06,Hired,2.0
995679,13386,2023-11-08,Hired,1.0
995679,2311,2023-06-05,Interviewed,2.0
995679,5884,2023-03-12,Hired,1.0
960800,9937,2023-08-09,Hired,1.0
960800,11235,2023-10-02,Hired,1.0
960800,6551,2023-01-12,Hired,5.0
981434,8202,2023-10-27,Interviewed,5.0
981434,13946,2023-09-16,Hired,1.0
981434,3028,2023-12-04,Rejected,
963055,2575,2023-08-24,Hired,1.0
963055,2533,2023-08-22,Rejected,
988317,8736,2023-06-02,Applied,
988317,6601,2023-05-18,Hired,2.0
988317,9345,2023-01-18,Interviewed,2.0
988317,8304,2023-02-24,Applied,
965260,9929,2023-09-09,Hired,2.0
